Ensemble,FF,chi2,dof,pvalue,c0,c0_err,c1,c1_err,c2,c2_err,c3,c3_err,phys_central_nsq1,phys_err_nsq1,phys_central_nsq2,phys_err_nsq2,phys_central_nsq3,phys_err_nsq3,phys_central_nsq4,phys_err_nsq4,phys_central_nsq5,phys_err_nsq5
C2,V,9.571959531917855,11,0.569249901377118,0.6974028781583493,0.04676316427986112,-0.21379198435933439,0.042282812255354726,-0.05829651207765945,0.019443369535661073,0.049434868857145896,0.01534946097277071,0.44136835887957193,0.019185090475951225,0.43999644596354526,0.020984632738728023,0.44085612100822663,0.02383315201341119,0.4438850510000881,0.027434088189082315,0.4488897333079682,0.03163871321479072
