Ensemble,FF,chi2,dof,pvalue,c0,c0_err,c1,c1_err,c2,c2_err,c3,c3_err,phys_central_nsq1,phys_err_nsq1,phys_central_nsq2,phys_err_nsq2,phys_central_nsq3,phys_err_nsq3,phys_central_nsq4,phys_err_nsq4,phys_central_nsq5,phys_err_nsq5
C2,A0,11.711650582281607,11,0.3857031588579115,0.11316753742590324,0.011223841870496132,0.07264181928126427,0.011687961870568976,-0.03464322073354087,0.004176120215991492,0.024804142729656208,0.003915074569185609,0.1957615307853457,0.005968843143734566,0.19367327618720206,0.006582250141206801,0.19260208338419305,0.007688859907916416,0.19226696962492895,0.009153797369770025,0.1930933361527938,0.010909766110003187
