# Excited combined fit results
# ensemble: M2
# cmass: 0.280
# FF: V
# use_disp: True
# frozen: True
# reg_low: 5
# reg_up: 21
# chi2: 66.08987408615197
# ndof: 65
# chi2/dof: 1.0167672936331071
# pvalue: 0.43900538311165105
nsq	O00	dO00	O01	dO01	O10	dO10
1	0.6707730222414059	0.0022991820931450566	-0.6243209530137553	0.051815664149871744	0.8235675960717911	0.08638578481527742
2	0.6545804163354085	0.001673320689776089	-0.4825565011869294	0.043312222187358904	0.7726351334741245	0.08204629874349464
3	0.6356024124012909	0.003167485959352647	-0.4448305498081808	0.03247853618765599	0.7561667042185315	0.08032680491518585
4	0.5826030340891558	0.0029186883982994767	-0.2795193973095194	0.01573103759564786	0.9610490295045204	0.09743400966856204
5	0.5900347764000907	0.00794108182106951	-0.34746049979428195	0.02390700732781057	0.7481810135593917	0.08133034344515201
