	A0_old	DeltaA0_old	A1_old	DeltaA1_old	A0_new	DeltaA0_new	A1_new	DeltaA1_new	Mass0	DeltaM0	Mass1	DeltaM1	DeltaM	DeltaDm	RegUp	RegLow
0	1.5267565376652836e-08	1.6624891777948174e-10	-4.743186267314913e-09	6.388332822192892e-10	0.007470968404467752	9.687005475567799e-05	0.04973368199861417	0.0017769852247623056	3.0069502709532503	0.0010004106566485426	3.5090274447825016	0.009501217506422003	0.5020771738292514	0.009531366168032542	26	5
