	Correlator	Error
0	1.7868589911162977e-08	1.6467350709041097e-10
1	3.2118355234244104e-08	2.3209064918046928e-10
2	7.3898077689389075e-09	5.294990716639265e-11
3	2.1951847022803634e-09	1.5976502093383847e-11
4	6.645310036622382e-10	5.004905436756024e-12
5	2.064010186479508e-10	1.598061022306073e-12
6	6.495175436418561e-11	5.254272731347743e-13
7	2.0675082916671087e-11	1.7482645469539991e-13
8	6.643549023355922e-12	5.969729187591288e-14
9	2.146947600285109e-12	2.0969926586868566e-14
10	6.936858013263626e-13	7.444368032065506e-15
11	2.2405134129024626e-13	2.6834665814441645e-15
12	7.273662808885386e-14	9.819042782150469e-16
13	2.372062147781977e-14	3.714015325852095e-16
14	7.761222236973512e-15	1.4016312617792737e-16
15	2.543725354594568e-15	5.345049700977237e-17
16	8.396623697593167e-16	2.1011185690840412e-17
17	2.7882194110973043e-16	8.36376523328365e-18
18	9.037402831784071e-17	3.3205810618059807e-18
19	2.964843440676942e-17	1.323885029623997e-18
20	9.517144657186277e-18	5.387442827350299e-19
21	3.1519745610530084e-18	2.182916679664165e-19
22	1.0553971537537008e-18	8.939546477805058e-20
23	3.4061237705860405e-19	3.7131605235911124e-20
24	1.1422918612139553e-19	1.5283846292559282e-20
25	3.891180263123731e-20	6.280441289352486e-21
26	1.2636147959722284e-20	2.6485116479924407e-21
27	4.253191653035344e-21	1.1102294686559566e-21
28	1.8653366409551585e-21	4.669553488489779e-22
29	8.657081151723604e-22	1.992549777221949e-22
30	3.3401865039799777e-22	8.784225163234473e-23
31	1.1746247200206862e-22	4.619954544723981e-23
32	7.382920534244825e-23	3.7308114668417635e-23
