	Correlator	Error
0	1.5767447613637669e-09	1.150441209457656e-11
1	3.170683386326299e-08	2.2843133993426272e-10
2	6.6620988368363276e-09	4.7616017657885596e-11
3	1.8445001618047117e-09	1.3349276067608148e-11
4	5.182584293544865e-10	3.863636980846392e-12
5	1.4922705491208236e-10	1.1386102804849453e-12
6	4.347347340160291e-11	3.442209102503209e-13
7	1.2789793485077709e-11	1.0514992544427748e-13
8	3.79331589509478e-12	3.275335836039274e-14
9	1.1313391267401566e-12	1.0436120305028242e-14
10	3.377016791249531e-13	3.3435853238765205e-15
11	1.0083152305703028e-13	1.0818070644424823e-15
12	3.025412892289783e-14	3.539343996030668e-16
13	9.100013531476757e-15	1.1879830190438907e-16
14	2.746303640839524e-15	3.999853102474177e-17
15	8.284371526464678e-16	1.3636478202097133e-17
16	2.5111629858453485e-16	4.7823029723128755e-18
17	7.671592441858855e-17	1.6969448434105647e-18
18	2.3143097437494016e-17	5.988442324271089e-19
19	6.995049851772164e-18	2.133970343779658e-19
20	2.0658306767860777e-18	7.703215081878498e-20
21	6.24172908051692e-19	2.797401290190338e-20
22	1.908817545629882e-19	1.0229811051866658e-20
23	5.690440702518818e-20	3.772800925137825e-21
24	1.6906964701672368e-20	1.386977073981762e-21
25	5.110231841580598e-21	5.114948351897521e-22
26	1.5341390971320882e-21	1.9256953951635326e-22
27	4.606794808450322e-22	7.31006647771128e-23
28	1.576478522778877e-22	2.8010284723511266e-23
29	5.738058753176889e-23	1.0682243546051282e-23
30	2.0370548424121717e-23	4.160835484677997e-24
31	6.894555545914824e-24	1.8531003110908847e-24
32	3.174365209716372e-24	1.337951214335002e-24
