	Amplitude1	DeltaA1	Amplitude2	DeltaA2	Mass0	DeltaM0	Mass1	DeltaM1	DeltaM	DeltaDm	RegUp	RegLow
0	7.91061321232814e-08	6.435254511975227e-10	-0.7145525623135782	44.854536592620995	1.1092951171384036	0.0008820537441992603	166.01167290927245	0.013535437571167912	164.90237779213405	6696.742610851239	21	5
