	Amplitude1	DeltaA1	Amplitude2	DeltaA2	Mass0	DeltaM0	Mass1	DeltaM1	DeltaM	DeltaDm	RegUp	RegLow
0	4.984236584700692e-08	2.6848615211818417e-09	4.6528676858048295e-08	45.280635706890465	1.1198344552329087	0.00440094730468487	1.535416223867723	0.091890352780246	0.4155817686348142	16.804102304740457	21	5
