	Amplitude1	DeltaA1	Amplitude2	DeltaA2	Mass0	DeltaM0	Mass1	DeltaM1	DeltaM	DeltaDm	RegUp	RegLow
0	5.50088676580002e-08	2.573541733239318e-09	4.4533109476601727e-08	44.18128819708522	1.092646352045938	0.003743760671202648	1.5087625778802343	0.0944570070461186	0.4161162258342964	16.825713233473955	21	5
