	Amplitude1	DeltaA1	Amplitude2	DeltaA2	Mass0	DeltaM0	Mass1	DeltaM1	DeltaM	DeltaDm	RegUp	RegLow
0	1.5170396448605692e-08	2.6326731060943775e-10	-4.626670665540725e-09	121.55598071101855	3.0061972937324226	0.0014507623202958983	3.527797958808539	0.16787014277279813	0.5216006650761162	21.09099257664065	21	5
