	Amplitude1	DeltaA1	Amplitude2	DeltaA2	Mass0	DeltaM0	Mass1	DeltaM1	DeltaM	DeltaDm	RegUp	RegLow
0	9.965368321029128e-08	7.449527625580044e-10	-0.001586199184715973	44.83862010047028	1.108902365095363	0.0006630073331388664	121.41554201115032	0.008922409517292226	120.30663964605496	4864.6791416470915	21	5
