	Correlator	Error
0	5.756966433134872e-14	6.301915569303949e-16
1	1.0119027085435975e-13	8.656771499524201e-16
2	1.608604512290261e-14	1.3502638500774714e-16
3	3.88370720367442e-15	3.472944494470942e-17
4	9.764877139274178e-16	9.380606651527062e-18
5	2.602457673727987e-16	2.6653034683040906e-18
6	7.023492192627254e-17	7.470437334788793e-19
7	1.945972858301507e-17	2.2246596342936544e-19
8	5.486216809329083e-18	6.923732467146294e-20
9	1.5752991702313877e-18	2.2463121128224634e-20
10	4.474148206126742e-19	7.106269910441138e-21
11	1.25798928084167e-19	2.2690443919294553e-21
12	3.6307285018315435e-20	7.591813641637519e-22
13	1.0575402917595927e-20	2.736286494821569e-22
14	3.1027457065310576e-21	8.922359558054562e-23
15	9.084810753309516e-22	3.1302669406684076e-23
16	2.611739323488912e-22	1.1166695472843931e-23
17	7.832775899192292e-23	3.7286325323502266e-24
18	2.2898550440086878e-23	1.3880390358431423e-24
19	7.267447052059089e-24	4.943953398436944e-25
20	2.035503498755611e-24	1.854410894174277e-25
21	5.5956060815979e-25	6.420540116579125e-26
22	1.8459453964598734e-25	2.414428030163031e-26
23	4.4713762882445407e-26	8.81745124261172e-27
24	1.8242560852180264e-26	3.338348101664671e-27
25	5.1698550619187854e-27	1.2525375508749574e-27
26	9.294180482667367e-28	4.658549668972964e-28
27	2.5722934683691834e-28	1.7248465342682589e-28
28	1.9449939270283136e-28	6.416538552364124e-29
29	4.860609933843617e-29	2.5228790911964535e-29
30	1.7173458805941181e-29	1.0003641538926187e-29
31	4.5524828463181104e-30	4.205834184594154e-30
32	-8.514143486113754e-32	3.1467288033284413e-30
