	EffectiveMass	Error
1	1.5257690967387558	0.005080567060243451
2	1.1494039112553591	0.00514444589915229
3	1.142498408858995	0.00513557378189235
4	1.1124131907483332	0.004695820713111887
5	1.1190364997938351	0.004853047402569511
6	1.1088972219126318	0.0050274378257523815
7	1.101959215523044	0.004978267666864856
8	1.099382945470412	0.0049988450206703075
9	1.109434164518482	0.005084399181206722
10	1.1079296160029573	0.0053542136952511345
11	1.1009991876666447	0.005759228696718591
12	1.1109629643064176	0.006334309010270106
13	1.0987594255351416	0.006699672460209497
14	1.0923677138449004	0.007383835681348255
15	1.0996448223093442	0.008134321197988775
16	1.1099196752559126	0.009249118775436804
17	1.0951517364539831	0.009931645626144202
18	1.1058765383783529	0.01120737927912214
19	1.1029068939646507	0.01220314451866436
20	1.1021849290176617	0.013638918425757854
21	1.1141406113471946	0.01572879541251243
22	1.0923144181254472	0.018578792370383478
23	1.11650484906648	0.02088142887554248
24	1.0759022452323972	0.023578748101946753
25	1.1291246835482993	0.027554471646918002
26	1.150736978374479	0.032311653051518605
27	1.0745360478406878	0.03773653689397386
28	1.0945159372892401	0.042708211923361994
29	1.1321946345522385	0.05162658733274378
30	1.095715309738365	0.05812842655048026
