	Correlator	Error
0	9.799270606176754e-14	1.0144896276017077e-15
1	1.375445472402973e-13	1.1390704572917568e-15
2	2.6099047450650432e-14	2.0765622237418102e-16
3	7.370203658265507e-15	6.107218038827099e-17
4	2.133586978358507e-15	1.8466494102960196e-17
5	6.435410918130835e-16	5.8311690129355e-18
6	1.9460336304400362e-16	1.7815595348525045e-18
7	5.979042801173606e-17	5.722245359452943e-19
8	1.8597720895074922e-17	1.8511248410601926e-19
9	5.8301716515069885e-18	6.252195106478052e-20
10	1.8107738219597933e-18	2.0436340497550415e-20
11	5.619949775776579e-19	6.727809786036494e-21
12	1.7618607298049082e-19	2.2802610093014825e-21
13	5.51727174895397e-20	7.984679779238823e-22
14	1.74646757978321e-20	2.6928630304028775e-22
15	5.556625467443177e-21	9.446619816601858e-23
16	1.7298773304854626e-21	3.260516670394385e-23
17	5.47622872124983e-22	1.11526767250753e-23
18	1.735280079910416e-22	3.9637948480738644e-24
19	5.466745541198115e-23	1.3994161526613403e-24
20	1.7452555830729768e-23	5.10784029040268e-25
21	5.454436877973046e-24	1.7771315067204756e-25
22	1.7240438044111203e-24	6.653585541143681e-26
23	5.249178964604086e-25	2.43194466045806e-26
24	1.6655884902732734e-25	8.974016774761395e-27
25	5.588320340654851e-26	3.2987310033952935e-27
26	1.7097946477466607e-26	1.2180564846285185e-27
27	5.19750470143003e-27	4.53399216208531e-28
28	1.7340777474210412e-27	1.6881699290605187e-28
29	5.500702955505897e-28	6.472987548481793e-29
30	1.7057030835283137e-28	2.4836056544175532e-29
31	5.287659965474286e-29	1.0526348978144647e-29
32	3.364534229283582e-29	7.819529582753796e-30
