	Amplitude1	DeltaA1	Amplitude2	DeltaA2	Mass0	DeltaM0	Mass1	DeltaM1	DeltaM	DeltaDm	RegUp	RegLow
0	7.829173519411008e-08	2.291940003807021e-09	3.0738347119671814e-08	43.19853325074316	1.0683409581725665	0.001962025833040929	1.4359699478366945	0.09519282593896877	0.36762898966412794	14.865125936282718	21	5
