	Correlator	Error
0	3.682515282552755e-08	2.9172394693385154e-10
1	5.1161238970376264e-08	3.5388673915563694e-10
2	1.4589448506355639e-08	9.884686321744379e-11
3	5.287376865457371e-09	3.613631508192693e-11
4	1.9224364673297924e-09	1.3437477380124093e-11
5	7.09916226704735e-10	5.068085103486185e-12
6	2.635443830089832e-10	1.9356668267420712e-12
7	9.832954635089297e-11	7.426772802346968e-13
8	3.6801928921585223e-11	2.864911509647792e-13
9	1.3799973903176284e-11	1.1154307510598261e-13
10	5.17501869409371e-12	4.3281053221341836e-14
11	1.93986193714281e-12	1.6766614533583792e-14
12	7.286893336189116e-13	6.547028533718978e-15
13	2.740296174287259e-13	2.5700805260146692e-15
14	1.0330809893639431e-13	1.015553601504959e-15
15	3.8961677251723356e-14	4.024895684647912e-16
16	1.4694135724065803e-14	1.6077131223090843e-16
17	5.542987717962105e-15	6.504853659482958e-17
18	2.086456551149477e-15	2.6054205809115547e-17
19	7.87145235101396e-16	1.0441858943393488e-17
20	2.96474368303887e-16	4.1874970574571865e-18
21	1.1120367250262653e-16	1.6992130684116576e-18
22	4.179387393693157e-17	7.021185782181674e-19
23	1.5727645666288145e-17	2.916747584058046e-19
24	5.9204597993699324e-18	1.2296363588711953e-19
25	2.238953152790926e-18	5.171508356036366e-20
26	8.342705265159112e-19	2.1901362149387253e-20
27	3.0798208146572475e-19	9.319373605491416e-21
28	1.1397704854256405e-19	3.968775657314218e-21
29	4.224310572262651e-20	1.6806643147412344e-21
30	1.5907106674513207e-20	7.399861884533765e-22
31	6.5813357744830164e-21	3.7479808824867553e-22
32	4.255611686551981e-21	2.856698426575825e-22
