	Correlator	Error
0	2.0655022101693475e-09	1.475005916547969e-11
1	3.9342050151584896e-08	2.7869346616021296e-10
2	9.525202535832884e-09	6.646257968151437e-11
3	2.9965994606309108e-09	2.1109055165339636e-11
4	9.514990756748549e-10	6.872282276032132e-12
5	3.0827524105806604e-10	2.2737855929277674e-12
6	1.0071255516946011e-10	7.665200069793943e-13
7	3.3145101318502475e-11	2.602451864191176e-13
8	1.0967187079049523e-11	8.934763423570452e-14
9	3.642039992179043e-12	3.11497171545568e-14
10	1.2100462072128745e-12	1.085500027039047e-14
11	4.018326957230873e-13	3.7901916165699e-15
12	1.3380596778005387e-13	1.3378027394125247e-15
13	4.467262473101042e-14	4.788129343764444e-16
14	1.4965138331018014e-14	1.7210792064895362e-16
15	5.015070237521378e-15	6.207199452303851e-17
16	1.6806443937042899e-15	2.2728729198653315e-17
17	5.645465195149454e-16	8.42861401044504e-18
18	1.8877699811629263e-16	3.1039373222321582e-18
19	6.32127152548712e-17	1.1434655487845947e-18
20	2.1137452305760375e-17	4.236321921324732e-19
21	7.049352291021506e-18	1.57624229529522e-19
22	2.3615765022185485e-18	5.992125415120951e-20
23	7.845231667669075e-19	2.2835381048202743e-20
24	2.616202975199662e-19	8.867569224419632e-21
25	8.734188513149618e-20	3.3942140617386835e-21
26	2.8744997723643974e-20	1.3287794041405872e-21
27	9.38336849799582e-21	5.276044244121594e-22
28	3.1295183210196776e-21	2.08700274570561e-22
29	1.0430892651136737e-21	8.243346063690727e-23
30	3.4916310748174716e-22	3.340623703273361e-23
31	1.2826882972550895e-22	1.5577681935136173e-23
32	7.74047273633292e-23	1.146120077692425e-23
