Ensemble,FF,chi2,dof,pvalue,c0,c0_err,c1,c1_err,c2,c2_err,phys_central_nsq1,phys_err_nsq1,phys_central_nsq2,phys_err_nsq2,phys_central_nsq3,phys_err_nsq3,phys_central_nsq4,phys_err_nsq4,phys_central_nsq5,phys_err_nsq5
C1,V,20.31644743409033,11,0.04118509999211828,0.7469015855121879,0.04155627143705275,-0.21034150631610207,0.036575631826972745,-0.011936286230223568,0.0040477866235660315,0.48190348225297436,0.013819442920515452,0.46529906762165896,0.014542196697625558,0.44881465997130815,0.016257015437002066,0.43274219921980767,0.01867771069451351,0.41647082418500475,0.021592023280915553
