Ensemble,FF,chi2,dof,pvalue,c0,c0_err,c1,c1_err,c2,c2_err,c3,c3_err,phys_central_nsq1,phys_err_nsq1,phys_central_nsq2,phys_err_nsq2,phys_central_nsq3,phys_err_nsq3,phys_central_nsq4,phys_err_nsq4,phys_central_nsq5,phys_err_nsq5
C1,A0,11.057555872451827,11,0.43845410151215924,0.12864253931368053,0.010797760995332788,0.06788650747057991,0.010749255508861445,-0.03212599293619599,0.00339486507776953,0.01996021311546799,0.002939238655924858,0.20220491535842616,0.0042526934987091106,0.19648561934863545,0.004766109995857313,0.19157938552952508,0.005611126901590358,0.18724701428255305,0.006684096669189718,0.18385821954001175,0.007939371362003548
