# Excited combined fit results
# ensemble: F1S
# cmass: 0.259
# FF: A0
# use_disp: True
# frozen: True
# reg_low: 8
# reg_up: 20
# chi2: 57.29324611212734
# ndof: 45
# chi2/dof: 1.2731832469361632
# pvalue: 0.10337749093191184
nsq	O00	dO00	O01	dO01	O10	dO10
1	0.3246356779925598	0.0035939999661651896	-0.033697489694656274	0.04215988890754738	0.5770673011764758	0.061426617449735675
2	0.3154868614199757	0.0038242838781354714	-0.04749330758307827	0.03076376621821726	0.5457268074086573	0.06462325809891094
3	0.3070152980927015	0.004268296413323084	-0.060721750153265946	0.025755194980379037	0.5021369224469797	0.07050129571930025
4	0.3052027610312232	0.005736371517886644	-0.05732402944329046	0.023169938974542798	0.6450113113895147	0.10808576441342434
5	0.2948147109246262	0.005764692294123401	-0.07123901628710728	0.020357157375475193	0.5326852878411629	0.10454614833973579
