# Excited combined fit results
# ensemble: C2
# cmass: 0.400
# FF: A0
# use_disp: True
# frozen: True
# reg_low: 1
# reg_up: 10
# chi2: 67.10577917767318
# ndof: 30
# chi2/dof: 2.2368593059224393
# pvalue: 0.00011720543979709674
nsq	O00	dO00	O01	dO01	O10	dO10
1	0.19011130051906466	0.007187349331743343	-0.005099171570734376	0.01909179516916999	0.4328997321268575	0.3921600006274605
2	0.18510451586393256	0.007429269467693963	-0.02731565926920581	0.012745364348815376	0.2863810806916699	0.4045770640654458
3	0.17939860723093012	0.008887868157583408	-0.03644735659740836	0.011779706188468355	0.13318491401621313	0.47089184257100236
4	0.19095183221631495	0.011105735699517538	-0.04820653512785744	0.01114631955925582	-0.05737379518524288	0.6885950317435843
5	0.180153473344606	0.011237881940571164	-0.04735490025900045	0.009179886138244116	0.08303174628824958	0.6483576061861439
