# Excited combined fit results
# ensemble: C2
# cmass: 0.400
# FF: V
# use_disp: True
# frozen: True
# reg_low: 1
# reg_up: 10
# chi2: 73.2975844215788
# ndof: 30
# chi2/dof: 2.443252814052627
# pvalue: 1.7326247814364315e-05
nsq	O00	dO00	O01	dO01	O10	dO10
1	0.4854883098764703	0.026516393902529436	-0.4650353580756118	0.07473612539503138	-1.611030209746811	2.05305881022101
2	0.4906556495542637	0.02442869988926247	-0.40200663708745216	0.04735018856873942	-1.9771992874337996	1.9345279695261555
3	0.4818257759613626	0.027111987582069848	-0.34898215098622143	0.040063654023587296	-1.0879852630401583	2.181006668071361
4	0.47133232281823456	0.029760678518650184	-0.3008191179010332	0.03322351941237588	-2.25517063902905	2.6527746418921976
5	0.4700363325133589	0.031180254549898978	-0.2785891518697176	0.028365334029188116	-0.7064475093859653	2.6554452852766004
