	Value	Error	pval
0	2.2516261386871426	0.0010328957205123	0.0429001863350697
1	0.8324893951416042	0.0007924919603684	0.0225959647161653
2	0.8537655544281035	0.0008936793464674	0.0058962968201086
3	0.8747611999511747	0.0010425750563181	0.0089174133177086
4	0.8953926849365262	0.001256716210439	0.0497270255170827
5	0.9164281082153348	0.0015658093476513	0.0710781665088426
6	0.9356834602355986	0.0018442130267048	0.3493571650919786
7	0.7176809310913108	0.0161315889121574	0.7419312770372805
8	0.6904289436340354	0.01982031467378	0.3656795208745581
9	0.6711006546020528	0.0274035508440257	0.0905088863082959
10	0.668293170928957	0.0406011843035998	5.575327644002925e-09
11	0.6322251415252707	0.0483025598132951	1.7763568394002505e-15
12	0.2835688781738289	0.0059643162188156	0.98993853530125
13	0.2691316032409674	0.0069778909789574	0.98993853530125
14	0.2515735912323004	0.0089419506553455	0.98993853530125
15	0.2645959281921393	0.0151773070605811	0.98993853530125
16	0.2379957580566411	0.0152325155599781	0.98993853530125
17	0.4248417854309093	0.007692013565627	0.9939414526537088
18	0.4096705436706553	0.0087505775287476	0.9680966133039456
19	0.3923527812957774	0.0110028445967832	0.9680966133039456
20	0.3724416828155528	0.0210034431874465	0.9680966133039456
21	0.3348626232147225	0.0264513390648826	0.9680966133039456
