FormFactor,Lambda_GeV,Delta_X_GeV,chi2,dof,chi2_dof,p_value,c0_norm,c0_norm_err,c1_Mpi2,c1_Mpi2_err,c2_E,c2_E_err,c3_E2,c3_E2_err,c4_a2,c4_a2_err
A1,1.000000,0.461740,6.900586,15,0.460039,0.960350,6.616097,6.578773,0.232443,0.139524,-3.975468,6.143954,0.826259,1.423837,0.332316,0.306504
