FormFactor,Lambda_GeV,Delta_X_GeV,chi2,dof,chi2_dof,p_value,c0_norm,c0_norm_err,c1_Mpi2,c1_Mpi2_err,c2_E,c2_E_err,c3_E2,c3_E2_err,c4_a2,c4_a2_err
A1,1.000000,0.460000,6.900547,15,0.460036,0.960351,6.609640,6.574724,0.232290,0.139431,-3.971444,6.140175,0.825513,1.422961,0.332092,0.306299
