FormFactor,Lambda_GeV,Delta_X_GeV,chi2,dof,chi2_dof,p_value,c0_norm,c0_norm_err,c1_Mpi2,c1_Mpi2_err,c2_E,c2_E_err,c3_E2,c3_E2_err,c4_a2,c4_a2_err
A0,1.000000,0.262090,6.376398,15,0.425093,0.972708,8.306195,6.445148,0.083854,0.087226,-5.912843,5.922265,1.224135,1.354625,0.157827,0.173540
