FormFactor,Lambda_GeV,Delta_X_GeV,chi2,dof,chi2_dof,p_value,c0_norm,c0_norm_err,c1_Mpi2,c1_Mpi2_err,c2_E,c2_E_err,c3_E2,c3_E2_err,c4_a2,c4_a2_err
V,1.000000,0.048450,4.821346,15,0.321423,0.993534,-4.756248,15.928934,-0.111530,0.263520,7.999222,14.671765,-1.995448,3.355362,-1.183206,0.665845
