FormFactor,Lambda_GeV,Delta_X_GeV,chi2,dof,chi2_dof,p_value,c0_norm,c0_norm_err,c1_Mpi2,c1_Mpi2_err,c2_E,c2_E_err,c3_E2,c3_E2_err,c4_a2,c4_a2_err
V,1.000000,0.048450,27.585525,25,1.103421,0.327283,-8.070251,10.859432,-0.004969,0.243140,11.235793,9.999933,-2.827217,2.291450,-0.716191,0.638126
