FormFactor,Lambda_GeV,Delta_X_GeV,chi2,dof,chi2_dof,p_value,c0_norm,c0_norm_err,c1_Mpi2,c1_Mpi2_err,c2_E,c2_E_err,c3_E2,c3_E2_err,c4_a2,c4_a2_err
A0,1.000000,0.262090,28.067125,25,1.122685,0.304772,-3.780139,5.537123,0.065747,0.081673,5.252865,5.082925,-1.353653,1.163111,0.166144,0.175014
