	EffectiveMass	Error
0	0.0	
1	2.315493962546189	0.0009089471444972636
2	2.2093202274722183	0.0007742824233704042
3	2.239979963892973	0.0006908661731164918
4	2.242932819865392	0.000652788616860923
5	2.2478540868070898	0.0006921774332777022
6	2.2501861248955315	0.0007589468432341184
7	2.250487263981795	0.0007496875330135732
8	2.251446993597243	0.0008218117712689567
9	2.251079787275085	0.0008578637900021954
10	2.2518158094438143	0.0009214212381898857
11	2.2525175561725583	0.0010098205043139212
12	2.252549216945703	0.001072221784370453
13	2.252398016568273	0.0011670901762839726
14	2.2525291193510704	0.001318231347499688
15	2.2535379730095157	0.0014202392049447725
16	2.2547337732403987	0.0014979597523759824
17	2.2541695885029776	0.0017774119851637917
18	2.252238012699084	0.0021103780493760037
19	2.2511153189493975	0.0023703099185653745
20	2.2495658432439187	0.0026056541357011263
21	2.2507022597962614	0.0030787445945382186
22	2.2493874763935184	0.003149180406650331
23	2.252608169733195	0.0036227842990504463
24	2.25127313019982	0.004163721032691253
25	2.252827704534921	0.004640808963169389
26	2.254611832638369	0.005493966039288359
27	2.2577981840631858	0.006452502421561981
28	2.258433722612509	0.007361959728018312
29	2.259692723109268	0.008744058002837582
30	2.254903564042051	0.01063643671879533
