	Amplitude1	Amplitude2	Mass0	Mass1	DeltaM	Error	RegUp	RegLow
0	3.9286652552862235e-11	4.305822808145269e-05	0.8787778831825522	8.885760621676782	8.00698273849423	0.000782619245994165	23	10
