	Amplitude1	Amplitude2	Mass0	Mass1	DeltaM	Error	RegUp	RegLow
0	1.547776996101948e-11	-1.3604431643122317e-10	2.25298040637136	3.0836594119660106	0.8306790055946506	3.8113303607445936	23	10
