	A0_old	DeltaA0_old	A1_old	DeltaA1_old	A0_new	DeltaA0_new	A1_new	DeltaA1_new	Mass0	DeltaM0	Mass1	DeltaM1	DeltaM	DeltaDm	RegUp	RegLow
0	4.21387334743275e-11	1.7536339478582593e-13	2.114792071869596e-11	1.1107925942421184e-12	1.6309308851816877e-19	6.768061665790144e-22	8.444792162235769e-20	4.915662485230718e-21	0.9298403848051391	0.0005759213917844035	1.255059971983043	0.016424534022214988	0.32521958717790406	0.016289028481404552	26	5
