	Amplitude1	Amplitude2	Mass0	Mass1	DeltaM	Error	RegUp	RegLow
0	2.781082442763918e-11	2.946383121913783e-11	0.9357727135845116	1.3240478493583248	0.3882751357738131	0.18912257696363008	23	10
