	Correlator	Error
0	1.6517871854089538e-12	1.8295155169022177e-14
1	3.088891664781783e-11	2.4525257352685884e-13
2	8.303221349948983e-12	6.338503145413821e-14
3	3.1169679904377992e-12	2.3446706178122622e-14
4	1.1636544255667408e-12	8.73361869389467e-15
5	4.446139500238633e-13	3.344295927773177e-15
6	1.7112389009543493e-13	1.2962338370492148e-15
7	6.63267813760404e-14	5.092945571144608e-16
8	2.583150028278981e-14	2.0185327615886689e-16
9	1.0088985682644174e-14	8.071289413185558e-17
10	3.9569824980475166e-15	3.2484137029410137e-17
11	1.5541641357233411e-15	1.3105402251179284e-17
12	6.107149136621105e-16	5.295066198459384e-18
13	2.4036367825283896e-16	2.1444226274102322e-18
14	9.464813957398757e-17	8.701827296787564e-19
15	3.7287793420905683e-17	3.555996139369192e-19
16	1.4695060565172092e-17	1.4454779054291583e-19
17	5.786728788423818e-18	5.864746051259303e-20
18	2.2799176902123143e-18	2.400211914032041e-20
19	8.97829811872798e-19	9.901481086209934e-21
20	3.5425992060986216e-19	4.098499943431979e-21
21	1.3990457506035122e-19	1.7006725120544536e-21
22	5.526247146707071e-20	7.020266738671288e-22
23	2.182665904479337e-20	2.9027086194616074e-22
24	8.611512898454648e-21	1.2033886291042768e-22
25	3.40606512452039e-21	5.048353765658751e-23
26	1.3426907411190384e-21	2.1432416320615305e-23
27	5.292546673500266e-22	9.191556130563555e-24
28	2.0872519488443878e-22	3.9548137834601584e-24
29	8.274695979957352e-23	1.728910111734175e-24
30	3.342354466995572e-23	7.778621435896343e-25
31	1.4879309702838608e-23	3.9885288799911937e-25
32	1.012641746540397e-23	3.0062997923988095e-25
