	Amplitude1	Amplitude2	Mass0	Mass1	DeltaM	Error	RegUp	RegLow
0	3.0361172823928724e-11	2.1830464634216585e-11	0.9158447901684075	1.2661025968755084	0.35025780670710094	0.18592427060193428	23	10
