	Correlator	Error
0	1.3007030926957602e-12	1.5036691067798418e-14
1	2.5355488360013e-11	1.9970012073953526e-13
2	6.4373849452695926e-12	4.9217519072312294e-14
3	2.291313776578748e-12	1.7333479595153433e-14
4	8.206322657091717e-13	6.192238742770702e-15
5	3.0305122825753076e-13	2.3000122986384297e-15
6	1.1347044228110126e-13	8.77491654333495e-16
7	4.3015661396984583e-14	3.4209010163676665e-16
8	1.6455562373069293e-14	1.349726002548492e-16
9	6.333529978912859e-15	5.382183201488513e-17
10	2.4575377667079514e-15	2.185625518846335e-17
11	9.576347919691622e-16	8.969003601305626e-18
12	3.7371895427269916e-16	3.73047602598813e-18
13	1.4615089908848087e-16	1.5753305826401177e-18
14	5.726466789927886e-17	6.643288007392639e-19
15	2.2465637137445683e-17	2.827344792455633e-19
16	8.822360274017422e-18	1.1988180554669565e-19
17	3.4546374120357543e-18	5.121516860138756e-20
18	1.3558112654965437e-18	2.2423055727938694e-20
19	5.30942812427739e-19	9.909288107687851e-21
20	2.0797084684616523e-19	4.374512928037809e-21
21	8.124287037572039e-20	1.9483705149242637e-21
22	3.1567101039092654e-20	8.574077318102052e-22
23	1.232746691243947e-20	3.853326278226825e-22
24	4.880118602122524e-21	1.7972482092731283e-22
25	1.9601022881243297e-21	8.362930720017017e-23
26	7.889893839956674e-22	3.941954165098179e-23
27	3.1499708988542267e-22	1.8734692028866058e-23
28	1.2311154508506191e-22	8.867479528979236e-24
29	5.017385082983258e-23	4.200534386640713e-24
30	2.0716873107430888e-23	2.063870732771064e-24
31	9.298767501988971e-24	1.1971731852196526e-24
32	6.224423853388408e-24	9.880520251292713e-25
