	Amplitude1	Amplitude2	Mass0	Mass1	DeltaM	Error	RegUp	RegLow
0	2.7339715877403326e-11	2.5706420361562645e-11	1.0028654772059085	1.3632484547164885	0.3603829775105801	0.1871718299182751	23	10
