	Correlator	Error
0	1.2714965910181694e-12	1.4490359424913223e-14
1	2.528010821685267e-11	2.0524557439682787e-13
2	6.095428538125951e-12	4.802029599035042e-14
3	2.088522486382489e-12	1.6279798330987166e-14
4	7.172275011242367e-13	5.600655199309312e-15
5	2.5370182698042994e-13	1.9949245202444913e-15
6	9.08599002939298e-14	7.231401626762678e-16
7	3.290405706999819e-14	2.669373667219921e-16
8	1.2014924851100077e-14	9.99516214453068e-17
9	4.410650442658428e-15	3.7967400241948376e-17
10	1.6305143802589161e-15	1.4560648815959643e-17
11	6.048767270350253e-16	5.613939903992158e-18
12	2.2469615982314324e-16	2.1883535643227296e-18
13	8.363740434014575e-17	8.615366752845852e-19
14	3.117702034805415e-17	3.3932298941922856e-19
15	1.1641208656823248e-17	1.3536067734218132e-19
16	4.349445085118223e-18	5.360197715856979e-20
17	1.6209820701534032e-18	2.1229854621842386e-20
18	6.052921806149462e-19	8.610525991369217e-21
19	2.256547296834571e-19	3.5348519604230805e-21
20	8.429026596128552e-20	1.4581273844267888e-21
21	3.146121475262459e-20	6.0587165563488205e-22
22	1.1708775243934305e-20	2.4807762564368547e-22
23	4.36594760058861e-21	1.0242471568106008e-22
24	1.6359979675982544e-21	4.336903076152786e-23
25	6.176090091825738e-22	1.8513143650417903e-23
26	2.3271606238092056e-22	8.058424674541393e-24
27	8.727871316648592e-23	3.533040220914937e-24
28	3.2419061666259624e-23	1.5440259739976815e-24
29	1.2391570070284706e-23	6.725775810426871e-25
30	4.849532139923797e-24	3.043951623532367e-25
31	2.05537231833244e-24	1.6053283114503294e-25
32	1.3291115051002761e-24	1.257034087916247e-25
