	Correlator	Error
0	2.7399352532535513e-15	1.1198333633032508e-16
1	7.302422184454762e-14	5.789000110357602e-16
2	2.1414641417371822e-14	1.6403933753081497e-16
3	8.975667695639154e-15	6.825413564265574e-17
4	3.758240553480258e-15	2.894565437231002e-17
5	1.6168086337641253e-15	1.2061095361270067e-17
6	7.037405065226411e-16	5.320495593570018e-18
7	3.094363903656647e-16	2.39307625639056e-18
8	1.3704648139603277e-16	1.1165245297309886e-18
9	6.098280799853197e-17	5.109784895702061e-19
10	2.726810838404352e-17	2.426067332209232e-19
11	1.2245025378764637e-17	1.1503830687649087e-19
12	5.5135007770897755e-18	5.559602020054442e-20
13	2.4885909874081207e-18	2.630250633501697e-20
14	1.1249844064534001e-18	1.2736266493217572e-20
15	5.095367559805051e-19	6.128228647194086e-21
16	2.308712598460735e-19	3.002151621500567e-21
17	1.0470722856455156e-19	1.4603297351672719e-21
18	4.754034048622903e-20	7.152392132432877e-22
19	2.161448095715524e-20	3.5046214148774014e-22
20	9.834121186814804e-21	1.7288236190961427e-22
21	4.473635413890367e-21	8.489597875757597e-23
22	2.035536546706909e-21	4.146759130732344e-23
23	9.277372308605918e-22	2.0018500046050947e-23
24	4.2208727546178933e-22	9.818066860376023e-24
25	1.9205273640764905e-22	4.859994847096392e-24
26	8.767362567844035e-23	2.424212150012852e-24
27	4.0071055753627843e-23	1.1999999224990228e-24
28	1.8260793193239606e-23	5.990004684339935e-25
29	8.32494762933908e-24	2.9963032931750426e-25
30	3.795645255275152e-24	1.5033923382959412e-25
31	1.7242269647194433e-24	7.514999659527941e-26
32	7.804321748962032e-25	3.7766612507160297e-26
33	3.55216134371679e-25	1.9059631162154513e-26
34	1.6085633897800927e-25	9.661178068501792e-27
35	7.286112944312577e-26	4.8403370418652625e-27
36	3.2766909670597697e-26	2.4503216515429415e-27
37	1.472055641730379e-26	1.2500186516826934e-27
38	6.643454771892443e-27	6.451617794712837e-28
39	2.954140418367621e-27	3.253608320436914e-28
40	1.3193252846654935e-27	1.6289465581462467e-28
41	5.913716902131504e-28	8.238817213060678e-29
42	2.6697542278084234e-28	4.2642998276418343e-29
43	1.190150719096691e-28	2.195231544979821e-29
44	5.21208233200958e-29	1.1188291539705723e-29
45	2.3815940726235665e-29	5.690026125909195e-30
46	1.1122904005451759e-29	3.0369168800705123e-30
47	5.7484095599290704e-30	1.851557988540199e-30
48	4.4387252503728484e-30	1.545238442178228e-30
