	A0_old	DeltaA0_old	A1_old	DeltaA1_old	A0_new	DeltaA0_new	A1_new	DeltaA1_new	Mass0	DeltaM0	Mass1	DeltaM1	DeltaM	DeltaDm	RegUp	RegLow
0	4.3122640003876754e-14	3.120183637097046e-16	-8.958210113773628e-16	1.1394720682695358e-15	0.005153507006855506	5.809168895249809e-05	0.04222678866944469	0.001254918609592085	1.9244310313425805	0.0005675216389580581	2.341609935416783	0.006075333968350981	0.41717890407420266	0.0061500582221576065	36	7
