	A0_old	DeltaA0_old	A1_old	DeltaA1_old	A0_new	DeltaA0_new	A1_new	DeltaA1_new	Mass0	DeltaM0	Mass1	DeltaM1	DeltaM	DeltaDm	RegUp	RegLow
0	9.118551940181925e-14	5.008142319169067e-15	3.851949121184693e-14	1.350561444428726e-14	1.3045219257368606e-24	9.988297964378803e-25	4.513824102967883e-25	1.0137571492364287e-23	0.7597858487494699	0.0019201566599647076	0.9871406951574122	0.08334813048474221	0.22735484640794237	0.0820695450471336	26	10
