	Amplitude1	DeltaA1	Amplitude2	DeltaA2	Mass0	DeltaM0	Mass1	DeltaM1	DeltaM	DeltaDm	RegUp	RegLow
0	9.078405609332187e-14	1.4969821503706456e-15	4.7527307830813954e-14	7.481145005024166	0.7595958358278952	0.0010449659530616005	1.0221863436374607	0.01413350901826727	0.26259050780956555	2.5862165715173737	23	5
