	Correlator	Error
0	3.587870161795625e-15	1.3995715360302082e-16
1	8.87176800268425e-14	6.855899407236536e-16
2	2.922441003333858e-14	2.1630941484935837e-16
3	1.3376201880246643e-14	9.769731921827834e-17
4	6.082620605993801e-15	4.4539263641586083e-17
5	2.823829469052839e-15	2.01082066544064e-17
6	1.3203513950505257e-15	9.479526422320902e-18
7	6.211776313974955e-16	4.523822513038234e-18
8	2.9347282930043425e-16	2.2079815002710703e-18
9	1.3901793924089157e-16	1.0684075304392931e-18
10	6.603970286597119e-17	5.297317273525029e-19
11	3.144683688971052e-17	2.6311478830609114e-19
12	1.499515448164538e-17	1.3183865764614934e-19
13	7.161657255735061e-18	6.528925923348055e-20
14	3.422585811190703e-18	3.2581880570402495e-20
15	1.6371791993225782e-18	1.6251001755849497e-20
16	7.831479941163422e-19	8.14294512930914e-21
17	3.7477108792168795e-19	4.062642255425155e-21
18	1.7944549377339963e-19	2.0419978416952093e-21
19	8.599731739995873e-20	1.0304043059614422e-21
20	4.124749917401697e-20	5.200024100538864e-22
21	1.9790835149952014e-20	2.630898547740019e-22
22	9.499846212945348e-21	1.324462372763428e-22
23	4.560632968714798e-21	6.641589045734292e-23
24	2.1884416650496515e-21	3.351607187570301e-23
25	1.050596542693275e-21	1.691886819903926e-23
26	5.049307324176138e-22	8.531677724555776e-24
27	2.4274090240244893e-22	4.3070514837569746e-24
28	1.1649642926727485e-22	2.1711093496981993e-24
29	5.592480839653923e-23	1.0933100679655544e-24
30	2.686144766221877e-23	5.507826677124398e-25
31	1.2897389590228141e-23	2.7643255913874883e-25
32	6.181220226681762e-24	1.3830582863476497e-25
33	2.961746540403845e-24	6.945533370643723e-26
34	1.418462565146532e-24	3.557296517787938e-26
35	6.799456312724699e-25	1.8189346951398432e-26
36	3.2571007653092643e-25	9.409271490932691e-27
37	1.5592643860222706e-25	4.881601482744929e-27
38	7.476820466946276e-26	2.521638918703716e-27
39	3.5775940439313696e-26	1.2930674770311428e-27
40	1.7141247206164932e-26	6.631216999647989e-28
41	8.231876723926822e-27	3.451977455973435e-28
42	3.940024245914879e-27	1.785444610795857e-28
43	1.8805865046726336e-27	9.141727813162649e-29
44	8.996511175207205e-28	4.706199261701403e-29
45	4.365220332993125e-28	2.4693110333610642e-29
46	2.1853622452955765e-28	1.3524946422814906e-29
47	1.228111662340954e-28	8.30675035449935e-30
48	9.601568904793737e-29	6.79360711049149e-30
