	Amplitude1	DeltaA1	Amplitude2	DeltaA2	Mass0	DeltaM0	Mass1	DeltaM1	DeltaM	DeltaDm	RegUp	RegLow
0	7.242215759817683e-14	1.474485439598162e-15	5.5679836916943947e-14	7.787011924124188	0.7906525106860398	0.001409447009055232	1.0590853965523217	0.012120807036866346	0.2684328858662819	2.6437573222222244	23	5
