	Amplitude1	DeltaA1	Amplitude2	DeltaA2	Mass0	DeltaM0	Mass1	DeltaM1	DeltaM	DeltaDm	RegUp	RegLow
0	6.777600200652368e-14	1.5332456519499853e-15	5.718985515747543e-14	8.082432778270862	0.8206475387204147	0.0015882700102757535	1.0885634025837005	0.01213207967653978	0.2679158638632858	2.6386652460343005	23	5
