	Correlator	Error
0	2.8202790093425345e-15	1.1454915470338922e-16
1	7.471389435000318e-14	5.90278712200596e-16
2	2.2027442276909762e-14	1.6795071030492414e-16
3	9.26915898436544e-15	7.006326096620836e-17
4	3.89054578583077e-15	2.971885487040086e-17
5	1.6759387609404563e-15	1.2411186240791439e-17
6	7.297424813903499e-16	5.474133577149327e-18
7	3.207262089469824e-16	2.4568269002773815e-18
8	1.418888933530801e-16	1.139968241160446e-18
9	6.303881545440458e-17	5.200409429413113e-19
10	2.8130498305151416e-17	2.4550156862016526e-19
11	1.2602083802612748e-17	1.158385081642077e-19
12	5.659148422010608e-18	5.559748187539195e-20
13	2.5471752544739895e-18	2.617118459501651e-20
14	1.1479640143280814e-18	1.2553820793101854e-20
15	5.182359885373892e-19	5.985552348077387e-21
16	2.340173497154289e-19	2.8978831018242875e-21
17	1.0575801991619303e-19	1.3953732179154545e-21
18	4.7834347041346494e-20	6.760212655084443e-22
19	2.166331036775518e-20	3.279825490506153e-22
20	9.81713711034129e-21	1.599759463932766e-22
21	4.4486520089406245e-21	7.781258197746917e-23
22	2.0169970355326605e-21	3.762793767717569e-23
23	9.158073412514307e-22	1.8028250563572112e-23
24	4.1522270955323125e-22	8.75598812004713e-24
25	1.8823251676816573e-22	4.289792306707324e-24
26	8.557268850934081e-23	2.109579922639957e-24
27	3.894263551498171e-23	1.0334190043021677e-24
28	1.767089729899182e-23	5.088822444315923e-25
29	8.021649483904273e-24	2.51163008641755e-25
30	3.641562940306091e-24	1.239963582196183e-25
31	1.6485951640614689e-24	6.095770109097232e-26
32	7.442868938183624e-25	3.0171793703894337e-26
33	3.373130750184044e-25	1.5015450281591613e-26
34	1.5225738879216714e-25	7.549428697422121e-27
35	6.87663096841319e-26	3.769512874650748e-27
36	3.0861955427772636e-26	1.9014808333757464e-27
37	1.3806726624551414e-26	9.608364170318118e-28
38	6.2090849698799955e-27	4.876095238266562e-28
39	2.7633285836910847e-27	2.4237814476774027e-28
40	1.230290229352744e-27	1.2056149957311726e-28
41	5.5080869929326835e-28	6.035303254550308e-29
42	2.4726369259901456e-28	3.0641067632089214e-29
43	1.0980013366542226e-28	1.5513885599106106e-29
44	4.834984702780488e-29	7.871536041508327e-30
45	2.2057222384995197e-29	3.978821446649342e-30
46	1.0304235125018675e-29	2.092817975693738e-30
47	5.420970727647741e-30	1.2376003594155396e-30
48	4.151517567966345e-30	1.0128797418431802e-30
