	Amplitude1	Amplitude2	Mass0	Mass1	DeltaM	Error	RegUp	RegLow
0	1.7664400245257638e-13	-6.14331522680815e-13	0.8119986555937206	1.0516424163774003	0.23964376078367972	2.047745483689978	26	14
