	Correlator	Error
0	3.018987278789462e-15	1.214761714710748e-16
1	7.833972713518227e-14	6.159445857900294e-16
2	2.3977737561158644e-14	1.815977561479047e-16
3	1.039815530511406e-14	7.799806161957358e-17
4	4.495369467120614e-15	3.4021140614392403e-17
5	1.992340936520587e-15	1.462668261354744e-17
6	8.918821393140644e-16	6.620696039215131e-18
7	4.0270847531128463e-16	3.0466132695314985e-18
8	1.8293857643944771e-16	1.4459506879698329e-18
9	8.342732143964768e-17	6.759534479884993e-19
10	3.8200786935659734e-17	3.2583835054364907e-19
11	1.7552287060804567e-17	1.57122353941577e-19
12	8.082234700287864e-18	7.690903188692545e-20
13	3.72941514867164e-18	3.699191465066539e-20
14	1.7228861325356351e-18	1.8077732965067105e-20
15	7.971157226187734e-19	8.815319039398995e-21
16	3.68870008802738e-19	4.351013546913577e-21
17	1.708070351445938e-19	2.136290038266782e-21
18	7.91575450502268e-20	1.0554244415195315e-21
19	3.6728672243546386e-20	5.226502749749146e-22
20	1.705670589470009e-20	2.5960746640793067e-22
21	7.921392372960008e-21	1.2889445545197605e-22
22	3.67975549218067e-21	6.360795416180478e-23
23	1.710687918253702e-21	3.1183588367393913e-23
24	7.94487529191587e-22	1.5457100531650593e-23
25	3.6906063758951367e-22	7.694523401596092e-24
26	1.7181013059886803e-22	3.850156718999422e-24
27	8.002455974065119e-23	1.9216146707473684e-24
28	3.7203026607284845e-23	9.598659908852542e-25
29	1.7306331962066184e-23	4.7966564950361e-25
30	8.052146124353354e-24	2.3981632090762245e-25
31	3.7396881687274505e-24	1.1952654759616884e-25
32	1.731830319448127e-24	5.950085681295019e-26
33	8.033490077804568e-25	2.982648682888354e-26
34	3.7156234300529116e-25	1.5115289148043783e-26
35	1.7213133264671346e-25	7.59640021350394e-27
36	7.956304705258492e-26	3.878853109257632e-27
37	3.675928078470744e-26	1.993380171707092e-27
38	1.704331368775168e-26	1.0313516980428145e-27
39	7.837926474213675e-27	5.241933684354216e-28
40	3.6180652785750904e-27	2.6493117845052863e-28
41	1.6744885151714567e-27	1.361357481343258e-28
42	7.735567883849942e-28	7.057706338921558e-29
43	3.554479323069849e-28	3.6137004847579073e-29
44	1.6303421077728323e-28	1.8438851104101484e-29
45	7.609764165083394e-29	9.502471296884697e-30
46	3.653148196234407e-29	5.0748397272352455e-30
47	1.938878388211415e-29	3.069870758803659e-30
48	1.4917254883437895e-29	2.5390244453597302e-30
