	Amplitude1	Amplitude2	Mass0	Mass1	DeltaM	Error	RegUp	RegLow
0	7.31511329097709e-14	5.28097613565108e-14	0.8111715916500938	1.069628995963682	0.2584574043135882	0.06699626575382185	23	10
