	EffectiveMass	Error
0	0.0	
1	1.2409048424593152	0.0011418305947359718
2	0.8490006655279227	0.0009748658868678659
3	0.8610138321751715	0.0009009871615234262
4	0.8343132569345189	0.0007189598870817139
5	0.8253592329426911	0.0008288653500230345
6	0.817277432348957	0.0007872976330937425
7	0.8116055423284046	0.0008087259736286385
8	0.808352098173168	0.0008407051137487238
9	0.804713736337257	0.0009397072125502078
10	0.8014156380016453	0.0008847346172373963
11	0.7996163351559505	0.0010012838646854955
12	0.7974366477257245	0.0010324445312781397
13	0.796609726870053	0.0011128843682953313
14	0.795046125728825	0.0010401003530166137
15	0.7950805876732828	0.001112929184765375
16	0.7945702143327097	0.001227685963080554
17	0.793979189491801	0.0012770227631870262
18	0.7928019433541472	0.0013993040268246101
19	0.7918644802736765	0.0014531745295497298
20	0.7917644682281789	0.0015867218513576492
21	0.7913639980531263	0.0014971331840338683
22	0.7905687029038634	0.0015843648883407013
23	0.7915975293487506	0.001853589592543525
24	0.7917641718860984	0.002105819763973419
25	0.7896037840293242	0.002121640292320505
26	0.7885844880032706	0.0021277274363952696
27	0.7908932153917351	0.002411715611389845
28	0.7904723397448129	0.0026542011651155303
29	0.7896591488666453	0.0029235212620327884
30	0.790591210140505	0.002961801101687112
31	0.7942523251010075	0.0031147963387472125
32	0.7929534431873917	0.0036454412815204885
33	0.795817958607186	0.004395986903804128
34	0.7933276963047764	0.004479099653820015
35	0.7960544366781017	0.005182458040965629
36	0.7979634346888994	0.005789559212147473
37	0.7924341202808984	0.006426092797831055
38	0.800454591779716	0.006967634836701225
39	0.7986637903357927	0.007148979114284482
40	0.7945351433376926	0.008292153132738381
41	0.796903242274934	0.010570494796327054
42	0.8013118610878943	0.010808889307246787
43	0.8045852513619535	0.012810209124071718
44	0.7906624859873078	0.014071165187085205
45	0.7894315673568962	0.015296285640595368
46	0.7998107997417099	0.015610681093419433
