	EffectiveMass
0	0.8013297939300563
1	0.8012865924835231
2	0.8013416862487819
3	0.8015968418121364
4	0.8013274669647243
5	0.801411962509158
6	0.8013529014587428
7	0.8013580513000513
8	0.8015677833557155
9	0.8014113044738795
10	0.8017568016052272
11	0.8013716793060328
12	0.8012424755096463
13	0.8015755271911649
14	0.8011799335479763
15	0.8013964080810572
16	0.8017622375488308
17	0.8013271236419703
18	0.8012740802764919
19	0.8013928604126002
20	0.8019411182403591
21	0.8013528919219997
22	0.801325311660769
23	0.8012743091583279
24	0.8014460086822537
25	0.8011578083038355
26	0.8012479972839381
27	0.801215019226077
28	0.8015931320190457
29	0.8013088798522976
30	0.8013362693786648
31	0.8012715435028104
32	0.8016993331909208
33	0.801642570495608
34	0.8014839935302761
35	0.8013651657104517
36	0.8011387252807642
37	0.801275482177737
38	0.801136493682864
39	0.80153165817261
40	0.8013466739654567
41	0.8012856292724635
42	0.8014553546905545
43	0.8013286781311062
44	0.8012373352050808
45	0.8016262245178247
46	0.8015897560119654
47	0.8012237548828153
48	0.8012513256073026
49	0.8013234806060816
50	0.8015026283264186
51	0.8013855743408229
52	0.8013896179199245
53	0.8013950920105006
54	0.8015532970428494
55	0.801108016967776
56	0.8014305496215848
57	0.801469106674197
58	0.8015312576293971
59	0.8016384601593045
60	0.8015670394897487
61	0.8013288497924831
62	0.801497879028323
63	0.8012769508361843
64	0.8014081001281763
65	0.801339311599734
66	0.8016251564025905
67	0.8014867115020778
68	0.8014731597900417
69	0.8015990161895776
70	0.8012118244171169
71	0.8015276336669949
72	0.8014046287536649
73	0.8013793563842799
74	0.8014507293701199
75	0.8013532543182398
76	0.8014954185485867
77	0.801076679229739
78	0.8013526630401637
79	0.8013981056213404
80	0.8011909770965604
81	0.8015256690979031
82	0.8014606094360379
83	0.8014796924591092
84	0.80142254829407
85	0.8013068294525172
86	0.8013660717010525
87	0.8013584518432644
88	0.8014586734771756
89	0.8014671325683621
90	0.8011026000976589
91	0.8013186645507839
92	0.8015140724182155
93	0.8013971900939967
94	0.8013601207733181
95	0.8015053081512478
96	0.8014215755462675
97	0.8015509796142604
