	Correlator	Error
0	2.8737558120700814e-15	1.1656681160827323e-16
1	7.559434671123681e-14	5.969095484919608e-16
2	2.2639791912198344e-14	1.7244115950300578e-16
3	9.651188231803045e-15	7.286985238502236e-17
4	4.105863400219701e-15	3.1328187808206256e-17
5	1.7927309922693628e-15	1.325782739166827e-17
6	7.913161629228257e-16	5.925461669231358e-18
7	3.5260059629583256e-16	2.6958234916948774e-18
8	1.581611380858267e-16	1.2683235733335308e-18
9	7.125029803650999e-17	5.867484026651635e-19
10	3.224047998443633e-17	2.808999493373359e-19
11	1.4646169534292533e-17	1.3442125760781252e-19
12	6.669610651262295e-18	6.543506802568174e-20
13	3.0442139185547804e-18	3.1244050093643615e-20
14	1.3912893883489146e-18	1.5197429563036463e-20
15	6.369349073673013e-19	7.349867897777306e-21
16	2.916804046485475e-19	3.609386692770855e-21
17	1.336810781304316e-19	1.7632992268347824e-21
18	6.131751397022577e-20	8.665839367660262e-22
19	2.8161412085570494e-20	4.265937694331128e-22
20	1.2942507040981732e-20	2.111007254826619e-22
21	5.947953346138701e-21	1.0419257782873254e-22
22	2.7348961531657183e-21	5.110338672617696e-23
23	1.259364530682952e-21	2.482922573861716e-23
24	5.790402814425929e-22	1.2232827915116443e-23
25	2.6619303292272175e-22	6.080864725502262e-24
26	1.227208551977423e-22	3.033894807178948e-24
27	5.664017230097113e-23	1.5080890340765966e-24
28	2.6060433762891008e-23	7.530824936757013e-25
29	1.1996487296398562e-23	3.7679830664207365e-25
30	5.522578676811933e-24	1.8853809194561831e-25
31	2.5354943730364956e-24	9.400398600780281e-26
32	1.1610822340452167e-24	4.721767191042235e-26
33	5.338865314741842e-25	2.3845249004841182e-26
34	2.44533320939683e-25	1.2167761756666784e-26
35	1.1204778113595796e-25	6.165868444747776e-27
36	5.1019159811045033e-26	3.155043470061169e-27
37	2.316069359708406e-26	1.6169726432236303e-27
38	1.0564400985329731e-26	8.322025391247017e-28
39	4.7706447371609815e-27	4.198569641956274e-28
40	2.1559676616924493e-27	2.1189538459575423e-28
41	9.804732109895555e-28	1.0754062515891234e-28
42	4.4719033385639315e-28	5.533128702084449e-29
43	2.0166509517850706e-28	2.84333795539657e-29
44	9.023203168976857e-29	1.4646863511102146e-29
45	4.182829380326318e-29	7.517590331724936e-30
46	1.9880127626442222e-29	4.0212919950845394e-30
47	1.065208165041597e-29	2.4217426072284602e-30
48	8.228227110915378e-30	2.0015306505738712e-30
