	Correlator	Error
0	3.514434809994911e-15	1.372853874956821e-16
1	8.763623592745259e-14	6.775709188961387e-16
2	2.8399744257366536e-14	2.103950421243667e-16
3	1.282406213244893e-14	9.375036439758297e-17
4	5.749612780893197e-15	4.214007383182996e-17
5	2.631560134507614e-15	1.8758316767834445e-17
6	1.2128536231783373e-15	8.718958670205466e-18
7	5.62363532835269e-16	4.10095496365312e-18
8	2.618187359933173e-16	1.972504000657123e-18
9	1.2220723025648752e-16	9.403911993397148e-19
10	5.71999987827609e-17	4.594161638457018e-19
11	2.6835592286542165e-17	2.2483663822250726e-19
12	1.2607027898636373e-17	1.110138130955434e-19
13	5.931935296553321e-18	5.4163584912065406e-20
14	2.7928302352218875e-18	2.6637908903865584e-20
15	1.3160958246485281e-18	1.3092232086530775e-20
16	6.201970573739351e-19	6.46543867883065e-21
17	2.9237799813147397e-19	3.1785128715398823e-21
18	1.3791169237024913e-19	1.5739024536644417e-21
19	6.510913952159354e-20	7.823461820787433e-22
20	3.076358939502089e-20	3.89022685297307e-22
21	1.4540384064367956e-20	1.9395022423336867e-22
22	6.875649110197817e-21	9.623017652608793e-23
23	3.251636442789048e-21	4.7556695559481733e-23
24	1.5370671627546893e-21	2.3651813865043673e-23
25	7.268918630646845e-22	1.1768012638066067e-23
26	3.44152950769789e-22	5.848062133669974e-24
27	1.629869524647738e-22	2.908881252814156e-24
28	7.706026933576434e-23	1.4452524183985035e-24
29	3.644205262938743e-23	7.173915742683173e-25
30	1.7242906969832288e-23	3.562820861358169e-25
31	8.155651403522037e-24	1.762367874021125e-25
32	3.849932254322116e-24	8.692038845306562e-26
33	1.8169346720865517e-24	4.3040115348169274e-26
34	8.570887885403211e-25	2.1730666377404865e-26
35	4.0469123461352873e-25	1.0955419480742548e-26
36	1.9092544541900658e-25	5.589081565205107e-27
37	9.001655288046276e-26	2.8607644101365124e-27
38	4.2514850651115394e-26	1.4579145905376564e-27
39	2.0035510201870747e-26	7.368460864893489e-28
40	9.454028283386619e-27	3.7235854222112385e-28
41	4.471795201870102e-27	1.9102161259691092e-28
42	2.1080276656585484e-27	9.73313403646662e-29
43	9.908281215574902e-28	4.907891844843418e-29
44	4.666823383983093e-28	2.48915103997124e-29
45	2.2281214488631685e-28	1.285834103987802e-29
46	1.0963531812827159e-28	6.923910649912293e-30
47	6.051494763370693e-29	4.178528582468661e-30
48	4.6875575343558744e-29	3.387642992337961e-30
