	Correlator	Error
0	2.8809204471928335e-15	1.1629146014103647e-16
1	7.60921104902602e-14	5.990241142109087e-16
2	2.239637509761907e-14	1.7002517930759354e-16
3	9.405799810570105e-15	7.073051501773304e-17
4	3.9328856916024635e-15	2.983921635763675e-17
5	1.6858069178597869e-15	1.2413799107227818e-17
6	7.296263555095429e-16	5.4376344913432365e-18
7	3.184368348320167e-16	2.4192414817805636e-18
8	1.3979359714617184e-16	1.1095403038498711e-18
9	6.159912813872479e-17	5.010579998004865e-19
10	2.7250458374413453e-17	2.3333816685172246e-19
11	1.2095891381599227e-17	1.0868224431138248e-19
12	5.38036082422915e-18	5.1384753957989044e-20
13	2.3982530124432947e-18	2.386419636691246e-20
14	1.070205166401614e-18	1.1269639538751796e-20
15	4.782762954527527e-19	5.307066678853411e-21
16	2.1377537215175319e-19	2.5301773161421914e-21
17	9.561199217808247e-20	1.1994314955431857e-21
18	4.2799108889165305e-20	5.722017052957082e-22
19	1.9181420768446333e-20	2.7352420474122393e-22
20	8.603283358135427e-21	1.3118943202984502e-22
21	3.858920559156424e-21	6.287171835062261e-23
22	1.731416392705575e-21	2.997038789498884e-23
23	7.773925390442572e-22	1.419289396626526e-23
24	3.487145645624241e-22	6.793706101824673e-24
25	1.5645672103285762e-22	3.2651356931794578e-24
26	7.035453746165524e-23	1.5769486227837582e-24
27	3.164998641561382e-23	7.5911951380587735e-25
28	1.4214931629472635e-23	3.6639642972715102e-25
29	6.387358752781044e-24	1.7713069620781414e-25
30	2.8705165522611978e-24	8.567438178572553e-26
31	1.287601321183024e-24	4.12387857331204e-26
32	5.757350272624408e-25	1.9816526329248214e-26
33	2.577945893921823e-25	9.5962389485995e-27
34	1.1508736156683948e-25	4.6990729384448346e-27
35	5.1469414876294093e-26	2.2802410201822424e-27
36	2.2951604049850937e-26	1.1244110976779048e-27
37	1.0227341535426645e-26	5.584506276764054e-28
38	4.577249537342467e-27	2.79473516304838e-28
39	2.0314984357527194e-27	1.370164795190371e-28
40	9.043037505273665e-28	6.684386496915504e-29
41	4.032879973355231e-28	3.319600828466726e-29
42	1.7951894169058734e-28	1.6629646702075435e-29
43	7.952131713460208e-29	8.199760080021015e-30
44	3.512729979088763e-29	4.035568794791232e-30
45	1.5793307259469235e-29	2.0084607988144004e-30
46	7.280328052298043e-30	1.0335771477209245e-30
47	3.701248495638076e-30	5.9902034982795985e-31
48	2.7871219836391763e-30	4.8377125685737255e-31
