	Amplitude1	DeltaA1	Amplitude2	DeltaA2	Mass0	DeltaM0	Mass1	DeltaM1	DeltaM	DeltaDm	RegUp	RegLow
0	8.45202846443871e-14	1.500311879864716e-15	4.9580769805871954e-14	7.790601113877761	0.7910158988077532	0.001165554678103092	1.0548214388015982	0.01361863662846373	0.26380553999384493	2.5981832507249245	23	5
