	EffectiveMass
0	0.022113983025056273
1	0.02118956078539396
2	0.02134820580966163
3	0.021462088347847103
4	0.022236627253647428
5	0.02067232345205336
6	0.018333422777669778
7	0.022116035930628615
8	0.022956983130524723
9	0.02202437393626225
10	0.023230586564172418
11	0.02262546610948975
12	0.02399998991078039
13	0.022631019420550968
14	0.023241807760323033
15	0.022753867562131956
16	0.02188176971769338
17	0.022258834924989847
18	0.021551625330864667
19	0.02214697827578591
20	0.022247895576870742
21	0.020934458477336198
22	0.024261271011445134
23	0.02139065993723369
24	0.021223827282365406
25	0.025380477878848416
26	0.021466591919883118
27	0.024506339875207755
28	0.01966773484341526
29	0.02421959695320048
30	0.023041701296587242
31	0.021918726421838106
32	0.02031408986270695
33	0.02088073032812274
34	0.02142028540670115
35	0.022465571093335697
36	0.023745663223184478
37	0.022111600553565487
38	0.01961553212931144
39	0.023134019078473164
40	0.020734746767891266
41	0.02290711583890684
42	0.021437249285582077
43	0.020759065195714327
44	0.02167931121292296
45	0.022131513923210607
46	0.022297823662224055
47	0.023240926024635764
48	0.02254846130937194
49	0.021555780555055297
50	0.01999309633904088
51	0.021509655407179137
52	0.022169159551587672
53	0.023328942282670833
54	0.020409905352608344
55	0.02251996768976106
56	0.02145359644956818
57	0.02229473060010446
58	0.023113905669290447
59	0.02149540328256367
60	0.02173844065893053
61	0.021578298243711828
62	0.02327975603134977
63	0.0218449300841564
64	0.024463494916746424
65	0.022565040143168173
66	0.021594930985618273
67	0.022134642094259947
68	0.021846395707920234
69	0.022501834158802254
70	0.02248178119696581
71	0.023065089728180124
72	0.02161608461776477
73	0.02217936205250525
74	0.021726385319983055
75	0.023860733366731994
76	0.024324673216207987
77	0.022468590783003967
78	0.022084340380957877
79	0.023849837856803335
80	0.022065031943068972
81	0.021631240714683343
82	0.022418030703965534
83	0.022891440895458953
84	0.0219175866129132
85	0.02182636236882666
86	0.022272005932531858
87	0.022449284274031547
88	0.01990588384453188
89	0.02046053352004121
90	0.022486516788875217
91	0.022960805877051686
92	0.021098395996073434
93	0.02072225770047234
94	0.021297051478377578
95	0.02345240091767769
96	0.023624343062179174
97	0.021373680291730788
