	Amplitude1	Amplitude2	Mass0	Mass1	DeltaM	Error	RegUp	RegLow
0	1.4714818181592558e-13	-5.024707800869172e-13	0.8420577821052496	1.078933956544109	0.2368761744388593	1.6816158134164554	26	14
