	A0_old	DeltaA0_old	A1_old	DeltaA1_old	A0_new	DeltaA0_new	A1_new	DeltaA1_new	Mass0	DeltaM0	Mass1	DeltaM1	DeltaM	DeltaDm	RegUp	RegLow
0	6.2871101781712e-14	4.688214924396417e-14	5.085857446891784e-14	9.762266580120646e-14	6.752847245176015e-25	1.26022857771411e-24	7.694595878681931e-25	5.464894392131981e-24	0.7833881450538621	0.03704403109149479	0.9884188733985875	0.6894770525893879	0.2050307283447253	0.6524644642480597	26	8
