	Amplitude1	DeltaA1	Amplitude2	DeltaA2	Mass0	DeltaM0	Mass1	DeltaM1	DeltaM	DeltaDm	RegUp	RegLow
0	4.344976006257415e-14	3.311365215689675e-16	-1.355292750111037e-14	18.97022590330417	1.926134626545412	0.0006739881899051541	2.7523728392352202	0.2779762126762918	0.8262382126898083	8.137502667192226	23	5
