	A0_old	DeltaA0_old	A1_old	DeltaA1_old	A0_new	DeltaA0_new	A1_new	DeltaA1_new	Mass0	DeltaM0	Mass1	DeltaM1	DeltaM	DeltaDm	RegUp	RegLow
0	8.991340151855308e-14	3.501994189957747e-16	4.758905796650054e-14	8.147728533887385e-16	1.2915006743879495e-24	4.604808993445657e-27	4.5969833490601715e-25	1.1280657204550444e-26	0.7588688640336999	0.0004839857901190148	1.0097530085890596	0.005299520808509544	0.25088414455535957	0.005205911075434475	26	5
