	Amplitude1	DeltaA1	Amplitude2	DeltaA2	Mass0	DeltaM0	Mass1	DeltaM1	DeltaM	DeltaDm	RegUp	RegLow
0	3.67162622799367e-11	3.9955113214181283e-13	-0.24344265782288782	24.16102191758127	0.9648975343706148	0.0011891383046362704	2850.575430554881	0.04673089238966302	2849.6105330205105	71360.25249990274	23	5
