	EffectiveMass
0	0.6001565120496939
1	0.6226364083454288
2	0.6045295215467213
3	0.5950708344772934
4	0.614594644877607
5	0.6101623446113581
6	0.6046549635659996
7	0.6086616502496692
8	0.599919316448694
9	0.6084805992936192
10	0.6082607720798484
11	0.6131769254806764
12	0.6020306436440965
13	0.6159137803579123
14	0.6081404790183962
15	0.6255239879579185
16	0.5998971508616125
17	0.6010183378557007
18	0.609766306071964
19	0.6150821414895458
20	0.6076562826291417
21	0.6086615521624317
22	0.618588457813706
23	0.6088310510635424
24	0.6259989749882263
25	0.6087335852144913
26	0.6179900431467207
27	0.6028813393783485
28	0.6038023739693316
29	0.6175746296196747
30	0.6195010522121596
31	0.6155013687764337
32	0.6143230045678467
33	0.5952260554235564
34	0.6012997035307419
35	0.609153972536655
36	0.6077960386585516
37	0.6082009700301374
38	0.6130962046060556
39	0.6245280300870858
40	0.6053078932288602
41	0.6179961885989994
42	0.608885539186418
43	0.6238912013649222
44	0.6045716030717969
45	0.6094963010654432
46	0.6044217094424287
47	0.6092707409492201
48	0.6091707512527623
49	0.6087105243199549
50	0.6328510331958797
51	0.5933939325057801
52	0.6010412128219688
53	0.607359325161221
54	0.6190773031839407
55	0.6215447858944049
56	0.5974341495423516
57	0.6018432441289421
58	0.6195601035970116
59	0.621710577357909
60	0.6278616692643549
61	0.6115839870746977
62	0.6129736200460867
63	0.6086340734725431
64	0.5935915973703982
65	0.619113465978276
66	0.6199429588338053
67	0.6078252827051108
68	0.6221558734184691
69	0.6400579979686593
70	0.6074538001402933
71	0.597482928362724
72	0.6094377672322504
73	0.6429032465151885
74	0.6164979741426427
75	0.6237129057068517
76	0.6202132430274195
77	0.5950424579923588
78	0.6029114369708755
79	0.6094045170139724
80	0.6078912029595263
81	0.5946423944822328
82	0.6169310034204812
83	0.5943078474394679
84	0.6080076928671143
85	0.6190062487942162
86	0.6081332644959445
87	0.6080984165922414
88	0.61550349239502
89	0.6030661232947373
90	0.6233030426762776
91	0.6088299660528211
92	0.6069966064646996
93	0.5999094498810575
94	0.6151790198800812
95	0.6023698388687425
96	0.5878864571200677
97	0.6164616255200968
98	0.6099789183170136
99	0.6129176095048634
100	0.601785799341182
101	0.613018793071109
102	0.6069978153031585
103	0.6181286758518416
104	0.6018613040097238
105	0.6086048744153983
106	0.6053036995405499
107	0.6078248365340025
108	0.6034684901533097
109	0.6172850941341397
110	0.6084234264200735
111	0.6152256913133604
112	0.6092327364454205
113	0.6058392176890683
114	0.6077775676975993
115	0.6142009180357881
116	0.6076183821440131
117	0.6234753226909248
118	0.6088607420964757
119	0.6197017235919109
120	0.608182981807158
121	0.5994894021164671
122	0.6078986250646483
123	0.5817515382491918
124	0.609271788310946
125	0.614150909983718
126	0.6071636321225655
127	0.62340447360081
128	0.6106757535102795
129	0.6139099807135471
130	0.6122158348959498
131	0.615824426779585
132	0.6004645027191143
133	0.6088010562761333
134	0.6205095422856145
135	0.5977688224937083
136	0.6067117559607155
137	0.6183929867189513
138	0.6091333928382214
139	0.6147423114300803
140	0.6163169108636266
141	0.6195822952741439
142	0.6137718349842187
143	0.6075477783334109
144	0.6082995196359278
145	0.6093947517656838
146	0.6052673532313915
147	0.6085119767977906
148	0.6122799725050714
149	0.608699948674081
150	0.6218086624546965
151	0.608175757354373
152	0.6020660859760094
153	0.6273807263591775
154	0.6084835971609067
155	0.6141657717960193
156	0.6190381273431516
157	0.6066057390708547
158	0.598948181667824
159	0.6082836472874854
160	0.6082775545418088
161	0.6089350972720866
162	0.6141405934778194
163	0.6085887224572887
164	0.6068333301363069
165	0.5945340803641032
166	0.6154195974237879
167	0.6071254036725987
168	0.609474761364262
169	0.608184139958323
170	0.6246277621417912
171	0.6083005231087768
172	0.6219680358536321
173	0.6062711843969726
174	0.6129437486098702
175	0.6220914555022957
176	0.5939768692986587
177	0.6017735744617239
178	0.6133742447636102
179	0.6124191272576759
180	0.6101008925325153
181	0.6311959874279783
182	0.6098654409905919
183	0.6168160269898603
184	0.6097502031545429
185	0.6159008620032531
186	0.6151288721371827
187	0.6157951029799643
188	0.6071586636276795
189	0.6125668835187507
190	0.6031354603932062
191	0.6080718346799044
192	0.6261404352768067
193	0.6081201417163955
194	0.6087018333298833
195	0.6009765366156335
196	0.616739577471937
197	0.6088548753676162
198	0.6088628518641936
199	0.6020664786003136
200	0.619014183178567
201	0.6019039751359138
202	0.6025184158147253
203	0.6085789555375228
204	0.6089309297119446
205	0.6098711504788892
206	0.5924374903439114
207	0.608882871344895
208	0.6025630958362996
209	0.6087684881754863
210	0.6193979015432278
211	0.6004235112650456
212	0.6179540713710117
213	0.6094453765873977
214	0.6036007558771231
215	0.6196454343439088
216	0.6270976280327852
217	0.5954451017177884
218	0.602292485797555
219	0.6028606531919327
220	0.609269129879009
221	0.6079613490403665
222	0.6239179466376527
223	0.6092659940237397
224	0.6099458263847014
225	0.6014643286517486
226	0.6087932138653651
227	0.6136207983832035
228	0.608909369919242
229	0.6190409694870609
230	0.6231771198692372
231	0.5975603822795567
232	0.6097756135257907
233	0.6070281232735287
234	0.6166078534865753
235	0.6090584507351989
236	0.609809259880375
237	0.6085575761350246
238	0.6099599857616352
239	0.6081061633363609
240	0.6170380140655246
241	0.6072916233951793
242	0.6153082686125696
243	0.6160112627719099
244	0.6105558753982763
245	0.5667627168938961
246	0.6210045894733117
