	Correlator	Error
0	1.86542908240526e-12	2.3452410854648038e-14
1	3.3989999370378355e-11	3.196639026021189e-13
2	9.537325604293294e-12	8.591847534807455e-14
3	3.693210786905743e-12	3.247917092644038e-14
4	1.4199558501404272e-12	1.2446839788526166e-14
5	5.575739279991122e-13	4.929532185240013e-15
6	2.2033154216216342e-13	1.968149290706196e-15
7	8.753432092433437e-14	7.969066471983738e-16
8	3.486110251451645e-14	3.237944151926001e-16
9	1.3928406177212188e-14	1.3246639675207873e-16
10	5.575811778139277e-15	5.440103743807332e-17
11	2.2343808053624903e-15	2.2276176179491997e-17
12	8.95918955655892e-16	9.161169143395823e-18
13	3.5963755385216943e-16	3.778329111739823e-18
14	1.445191730213896e-16	1.566532898133275e-18
15	5.815161786595193e-17	6.470518794425339e-19
16	2.3416898019016048e-17	2.6836056477673996e-19
17	9.439543344701278e-18	1.116285789644636e-19
18	3.8137085947021404e-18	4.6730300508172386e-20
19	1.5375887290923777e-18	1.9633244498874226e-20
20	6.192284723476668e-19	8.245536594881083e-21
21	2.4982172946872613e-19	3.4819527696747156e-21
22	1.0074468756457706e-19	1.4790844609211963e-21
23	4.0666881178991683e-20	6.260325744851111e-22
24	1.6398191732989842e-20	2.664969673720474e-22
25	6.6110448510635295e-21	1.1412185720847485e-22
26	2.6608374539948175e-21	4.8855073531548566e-23
27	1.0722340828432847e-21	2.0886486058870605e-23
28	4.323025317786047e-22	9.045877003658932e-24
29	1.7395263397125175e-22	3.967372738058713e-24
30	7.098458723983647e-23	1.7804742402673896e-24
31	3.221470514142172e-23	8.99633148340059e-25
32	2.2336451703812731e-23	6.7922680394336245e-25
